Ticker,Name,Exchange
CSTE,Caesarstone Sdot-Yam Ltd.,NASDAQ
CSUN,China Sunergy Co.,NASDAQ
CSWC,Capital Southwest Corp.,NASDAQ
CTAS,Cintas Corp.,NASDAQ
CTBI,Community Trust Bancorp,NASDAQ
CTCH,Commtouch Software Ltd,NASDAQ
CTCM,Ctc Media,NASDAQ
CTCT,Constant Contact,NASDAQ
CTG,Computer Task Group Inc.,NASDAQ
CTHR,Charles & Colvard Ltd,NASDAQ
CTIB,Cti Industries Corp.,NASDAQ
CTIC,Cell Therapeutics,NASDAQ
CTRL,Control4 Corporation,NASDAQ
CTRN,Citi Trends,NASDAQ
CTRP,Ctrip.Com International,NASDAQ
CTRX,Catamaran Corp,NASDAQ
CTSH,Cognizant Technology Solutions,NASDAQ
CTWS,Connecticut Water Service,NASDAQ
CTXS,Citrix Systems,NASDAQ
CU,ISE Global Copper Index First Trust,NASDAQ
CUBA,The Herzfeld Caribbean Basin Fund,NASDAQ
CUBI,Customers Bancorp,NASDAQ
CUBIL,Customers Bancorp Inc,NASDAQ
CUI,Cui Global Inc,NASDAQ
CUNB,California United Bk,NASDAQ
CUTR,Cutera,NASDAQ
CVBF,Cvb Financial Corp.,NASDAQ
CVCO,Cavco Industries,NASDAQ
CVCY,Central Valley Community Bancorp,NASDAQ
CVGI,Commercial Vehicle Group,NASDAQ
CVGW,Calavo Growers,NASDAQ
CVLT,Commvault Systems,NASDAQ
CVLY,Codorus Valley Bancorp Inc,NASDAQ
CVTI,Covenant Transportation Group,NASDAQ
CVV,Cvd Equipment Corp.,NASDAQ
CWBC,Community West Bancshares,NASDAQ
CWCO,Consolidated Water Co. Ltd,NASDAQ
CWEI,Clayton Williams Energy,NASDAQ
CWST,Casella Waste Systems,NASDAQ
CWTR,Coldwater Creek,NASDAQ
CXDC,China Xd Plastics Company,NASDAQ
CXPO,Crimson Exploration Inc.,NASDAQ
CY,Cypress Semiconductor Corp.,NASDAQ
CYAN,Cyanotech Corp.,NASDAQ
CYBE,Cyberoptics Corp.,NASDAQ
CYBX,Cyberonics,NASDAQ
CYCC,Cyclacel Pharmaceuticals,NASDAQ
CYCCP,Cyclacel Pharmaceuticals,NASDAQ
CYNO,Cynosure,NASDAQ
CYOU,Changyou.Com Limited,NASDAQ
CYTK,Cytokinetics Inc.,NASDAQ
CYTR,Cytrx Corp.,NASDAQ
CYTX,Cytori Therapeutics Inc,NASDAQ
CYTXW,Cytori Therapeutics Inc,NASDAQ
CZFC,Citizens First Corp.,NASDAQ
CZNC,Citizens & Northern Corp,NASDAQ
CZR,Caesars Entertainment Corporati,NASDAQ
CZWI,Citizens Community Bancorp,NASDAQ
DAEG,Unify Corp.,NASDAQ
DAIO,Data I/O Corp.,NASDAQ
DAKT,Daktronics,NASDAQ
DARA,Dara Biosciences,NASDAQ
DATE,Jiayuan.Com International Ltd.,NASDAQ
DAVE,Famous Dave's Of America,NASDAQ
DBLE,Double Eagle Petroleum Company,NASDAQ
DBLEP,Double Eagle Petroleum Company,NASDAQ
DCIN,Digital Cinema Destinations Cor,NASDAQ
DCIX,Diana Containerships Inc.,NASDAQ
DCOM,Dime Community Bancshares,NASDAQ
DCTH,Delcath Systems,NASDAQ
DECK,Deckers Outdoor Corp.,NASDAQ
DELL,Dell Inc.,NASDAQ
DENN,Denny's Corp.,NASDAQ
DEPO,Depomed,NASDAQ
DEST,Destination Maternity Corp.,NASDAQ
DFRG,Del Frisco's Restaurant Group Llc.,NASDAQ
DFZ,R.G. Barry Corp.,NASDAQ
DGAS,Delta Natural Gas Company,NASDAQ
DGICA,Donegal Group,NASDAQ
DGICB,Donegal Group,NASDAQ
DGII,Digi International Inc.,NASDAQ
DGIT,Dg Fastchannel,NASDAQ
DGLY,Digital Ally,NASDAQ
DGRE,Wisdomtree Emerging Markets Div,NASDAQ
DGRS,Wisdomtree U.S. Smallcap Divide,NASDAQ
DGRW,Wisdomtree U.S. Dividend Growth,NASDAQ
DHIL,Diamond Hill Investment Group,NASDAQ
DHRM,Dehaier Medical Systems,NASDAQ
DIOD,Diodes Inc.,NASDAQ
DISCA,Discovery Communications Inc,NASDAQ
DISCB,Discovery Communications Inc,NASDAQ
DISCK,Discovery Communications Inc,NASDAQ
DISH,Dish Network Corp.,NASDAQ
DJCO,Daily Journal Corp. [S.C.],NASDAQ
DLHC,Dlh Holdings Corp,NASDAQ
DLIA,Delia*S Inc.,NASDAQ
DLLR,Dollar Financial,NASDAQ
DLTR,Dollar Tree,NASDAQ
DMLP,Dorchester Minerals L.P.,NASDAQ
DMND,Diamond Foods,NASDAQ
DMRC,Digimarc Corp.,NASDAQ
DNBF,Dnb Financial Corp,NASDAQ
DNDN,Dendreon Corp.,NASDAQ
DNKN,Dunkin' Brands Group Inc.,NASDAQ
DORM,Dorman Products,NASDAQ
DOVR,Dover Saddlery,NASDAQ
DRAD,Digirad Corp.,NASDAQ
DRAM,Dataram Corp.,NASDAQ
DRCO,Dynamics Research Corp.,NASDAQ
DRIV,Digital River,NASDAQ
DRRX,Durect Corp.,NASDAQ
DRTX,Durata Therapeutics Inc.,NASDAQ
DRWI,Dragonwave Inc,NASDAQ
DRYS,Dryships Inc.,NASDAQ
DSCI,Derma Sciences,NASDAQ
DSCO,Discovery Laboratories,NASDAQ
DSGX,The Descartes Systems Group Inc.,NASDAQ
DSKX,Ds Healthcare Group Inc.,NASDAQ
DSPG,Dsp Group,NASDAQ
DSWL,Deswell Industries,NASDAQ
DTLK,Datalink Corp.,NASDAQ
DTSI,Dts,NASDAQ
DTV,Directv,NASDAQ
DVAX,Dynavax Technologies Corp.,NASDAQ
DVCR,Diversicare Healthcare Services Inc.,NASDAQ
DWA,Dreamworks Animation Skg,NASDAQ
DWCH,Datawatch Corp.,NASDAQ
DWSN,Dawson Geophysical Company,NASDAQ
DXCM,Dexcom,NASDAQ
DXJS,Wisdomtree Japan Hedged Smallca,NASDAQ
DXLG,Casual Male Retail Group,NASDAQ
DXM,Dex Media Inc.,NASDAQ
DXPE,Dxp Enterprises,NASDAQ
DXPS,Wisdomtree United Kingdom Hedge,NASDAQ
DXYN,The Dixie Group,NASDAQ
DYAX,Dyax,NASDAQ
DYNT,Dynatronics Corp.,NASDAQ
DYSL,Dynasil Corporation Of America,NASDAQ
EA,Electronic Arts Inc.,NASDAQ
EAC,Erickson Air-Crane Incorporated,NASDAQ
EAGLU,Silver Eagle Acquisition Corp.,NASDAQ
EBAY,Ebay Inc.,NASDAQ
EBIX,Ebix Inc,NASDAQ
EBMT,Eagle Bancorp Montana,NASDAQ
EBSB,Meridian Interstate Bancorp,NASDAQ
EBTC,Enterprise Bancorp Inc,NASDAQ
ECHO,Echo Global Logistics,NASDAQ
ECOL,US Ecology,NASDAQ
ECPG,Encore Capital Group Inc,NASDAQ
ECTE,Echo Therapeutics,NASDAQ
ECTY,Ecotality,NASDAQ
ECYT,Endocyte,NASDAQ
EDAP,Edap Tms S.A.,NASDAQ
EDGW,Edgewater Technology,NASDAQ
EDMC,Education Management Corp.,NASDAQ
EDS,Exceed Company Ltd,NASDAQ
EDUC,Educational Development Corp.,NASDAQ
EEFT,Euronet Worldwide,NASDAQ
EEI,Ecology And Environment,NASDAQ
EEMA,Emrg Mkts Asia MSCI Ishares,NASDAQ
EEME,Emrg Mkts EMEA MSCI Ishares,NASDAQ
EEML,Emrg Mkts Latin Amer MSCI Ishares,NASDAQ
EFII,Electronics For Imaging,NASDAQ
EFSC,Enterprise Financial Services Corp.,NASDAQ
EFUT,Efuture Information Technology Inc.,NASDAQ
EGAN,Egain Comm Cp,NASDAQ
EGBN,Eagle Bancorp,NASDAQ
EGHT,8X8 Inc,NASDAQ
EGLE,Eagle Bulk Shipping Inc.,NASDAQ
EGOV,Nic Inc.,NASDAQ
EGRW,Emrg Mkts Growth MSCI Ishares,NASDAQ
EGT,Entertainment Gaming Asia Inc.,NASDAQ
EHTH,Ehealth,NASDAQ
EIHI,Eastern Insurance Holdings,NASDAQ
ELGX,Endologix Inc,NASDAQ
ELNK,Earthlink,NASDAQ
ELON,Echelon Corp.,NASDAQ
ELOS,Syneron Medical Ltd,NASDAQ
ELRC,Electro Rent Corp.,NASDAQ
ELSE,Electro-Sensors,NASDAQ
ELTK,Eltek Ltd,NASDAQ
EMCB,Emrg Mkts Corporate Bond ETF Wisdomtree,NASDAQ
EMCF,Emclaire Financial Corp,NASDAQ
EMCI,Emc Insurance Group,NASDAQ
EMDI,Emrg Mkts Cons Disc MSCI Ishares,NASDAQ
EMDR,Velocityshares Emerging Markets,NASDAQ
EMEY,Emrg Mkts Energy Sector Capped MSCI,NASDAQ
EMFN,Emrg Mkts Financials Idx MSCI Ishares,NASDAQ
EMIF,S&P Emrg Mkts Infrastructure Ishares,NASDAQ
EMITF,Elbit Imaging Ltd,NASDAQ
EMKR,Emcore Corp.,NASDAQ
EML,Eastern Company,NASDAQ
EMMS,Emmis Communications Corp.,NASDAQ
EMMSP,Emmis Communications Corp.,NASDAQ
EMMT,Emrg Mkts Materials Idx MSCI Ishares,NASDAQ
ENDP,Endo Pharmaceuticals Holdings Inc.,NASDAQ
ENG,Englobal Corp.,NASDAQ
ENMD,Entremed,NASDAQ
ENOC,Enernoc,NASDAQ
ENPH,Enphase Energy Inc.,NASDAQ
ENSG,The Ensign Group,NASDAQ
ENT,Global Eagle Entertainment Inc.,NASDAQ
ENTA,Enanta Pharmaceuticals Inc.,NASDAQ
ENTG,Entegris,NASDAQ
ENTR,Entropic Communications,NASDAQ
ENVI,Envivio Inc.,NASDAQ
ENZN,Enzon Pharmaceuticals,NASDAQ
EONC,Eon Communications Corp.,NASDAQ
EOPN,E2Open Inc,NASDAQ
EPAX,Ambassadors Group,NASDAQ
EPAY,Bottomline Technologies,NASDAQ
EPIQ,Epiq Systems,NASDAQ
EPZM,Epizyme Inc.,NASDAQ
EQIX,Equinix,NASDAQ
ERIC,Lm Ericsson Telephone Company,NASDAQ
ERIE,Erie Indemnity Company,NASDAQ
ERII,Energy Recovery,NASDAQ
EROC,Eagle Rock Energy Partners L.P.,NASDAQ
ERS,Empire Res Inc,NASDAQ
ERW,Velocityshares Equal Risk Weigh,NASDAQ
ESBF,Esb Financial Corp.,NASDAQ
ESBK,The Elmira Savings Bank Fsb,NASDAQ
ESCA,Escalade Inc.,NASDAQ
ESEA,Euroseas Ltd,NASDAQ
ESGR,Enstar Group Limited,NASDAQ
ESIO,Electro Scientific Industries,NASDAQ
ESLT,Elbit Systems Ltd,NASDAQ
ESMC,Escalon Medical,NASDAQ
ESPR,Esperion Therapeutics Inc.,NASDAQ
ESRX,Express Scripts,NASDAQ
ESSA,Essa Bancorp,NASDAQ
ESSX,Essex Rental Corp.,NASDAQ
ESXB,Community Bankers Trust Corp.,NASDAQ
ESYS,Elecsys Corp.,NASDAQ
ETFC,E*Trade Financial Corp.,NASDAQ
ETRM,Enteromedics Inc.,NASDAQ
EUFN,Europe Financials Index MSCI Ishares,NASDAQ
EVAC,Edwards Group Limited,NASDAQ
EVAL,Emrg Mkts Value MSCI Ishares,NASDAQ
EVBS,Eastern Virginia Bankshares,NASDAQ
EVEP,Ev Energy Partners L.P.,NASDAQ
EVOL,Evolving Systems,NASDAQ
EVRY,Everyware Global Inc,NASDAQ
EWBC,East West Bancorp,NASDAQ
EXA,Exa Corporation,NASDAQ
EXAC,Exactech,NASDAQ
EXAS,Exact Sciences Corp.,NASDAQ
EXEL,Exelixis,NASDAQ
EXFO,Exfo Inc,NASDAQ
EXLP,Exterran Partners L.P.,NASDAQ
EXLS,Exlservice Holdings,NASDAQ
EXPD,Expeditors International Of Washington,NASDAQ
EXPE,Expedia,NASDAQ
EXPO,Exponent,NASDAQ
EXTR,Extreme Networks,NASDAQ
EXXI,Energy Xxi [Bermuda] Limited,NASDAQ
EZCH,Ezchip Semiconductor Limited,NASDAQ
EZPW,Ezcorp,NASDAQ
FALC,Falconstor Software,NASDAQ
FANG,Diamondback Energy Inc.,NASDAQ
FARM,Farmer Brothers Company,NASDAQ
FARO,Faro Technologies,NASDAQ
FAST,Fastenal Company,NASDAQ
FB,Facebook Inc,NASDAQ
FBIZ,First Business Financial Services,NASDAQ
FBMI,Firstbank Corp.,NASDAQ
FBMS,The First Bancshares,NASDAQ
FBNC,First Bancorp,NASDAQ
FBNK,First Connecticut Bancorp Inc.,NASDAQ
FBRC,Fbr & Co,NASDAQ
FBSS,Fauquier Bankshares,NASDAQ
FCAP,First Capital,NASDAQ
FCBC,First Community Bancshares,NASDAQ
FCCO,First Community Corp.,NASDAQ
FCCY,1St Constitution Bancorp [Nj],NASDAQ
FCEL,Fuelcell Energy,NASDAQ
FCFS,First Cash Financial Services,NASDAQ
FCHI,FTSE China [Hk Listed] Index Ishares,NASDAQ
FCLF,First Clover Leaf Financial,NASDAQ
FCNCA,First Citizens Bancshares,NASDAQ
FCTY,1St Century Bancshares Inc,NASDAQ
FCVA,First Capital Bancorp Inc. [Va],NASDAQ
FCZA,First Citizens Banc,NASDAQ
FDEF,First Defiance Financial,NASDAQ
FDML,Federal-Mogul Corp.,NASDAQ
FDUS,Fidus Investment Corporation,NASDAQ
FEFN,Far East Financials Index MSCI Ishares,NASDAQ
FEIC,Fei Company,NASDAQ
FEIM,Frequency Electronics,NASDAQ
FELE,Franklin Electric Co.,NASDAQ
FES,Forbes Energy Svcs,NASDAQ
FFBC,First Financial Bancorp.,NASDAQ
FFBCW,First Financial Bancorp.,NASDAQ
FFBH,First Federal Bancshares Of Arkansas,NASDAQ
FFCO,Fedfirst Financial Corp.,NASDAQ
FFEX,Frozen Food Express Industries,NASDAQ
FFHL,Fuwei Films Co.,NASDAQ
FFIC,Flushing Financial Corp.,NASDAQ
FFIN,First Financial Bankshares,NASDAQ
FFIV,F5 Networks,NASDAQ
FFKT,Farmers Capital Bank Corp.,NASDAQ
FFKY,First Financial Service Corp.,NASDAQ
FFN,Friendfinder Networks Inc.,NASDAQ
FFNM,First Federal Of Northern Michigan,NASDAQ
FFNW,First Financial Northwest,NASDAQ
FHCO,Female Health Company,NASDAQ
FIBK,First Interstate Bancsystem,NASDAQ
FINL,The Finish Line,NASDAQ
FIRE,Sourcefire,NASDAQ
FISH,Marlin Midstream Partners Lp,NASDAQ
FISI,Financial Institutions,NASDAQ
FISV,Fiserv,NASDAQ
FITB,Fifth Third Bancorp,NASDAQ
FIVE,Five Below Inc.,NASDAQ
FIZZ,National Beverage,NASDAQ
FLDM,Fluidigm Corp.,NASDAQ
FLEX,Flextronics International Ltd,NASDAQ
FLIC,The First Of Long Island Corp.,NASDAQ
FLIR,Flir Systems,NASDAQ
FLL,Full House Resorts,NASDAQ
FLML,Flamel Technologies S.A.,NASDAQ
FLOW,Flow International Corp.,NASDAQ
FLWS,1-800 Flowers.Com,NASDAQ
FLXS,Flexsteel Industries,NASDAQ
FMBI,First Midwest Bancorp,NASDAQ
FMER,Firstmerit Corp.,NASDAQ
FMFC,First M & F Corp.,NASDAQ
FMNB,Farmers Natl Banc Corp Oh,NASDAQ
FNFG,First Niagara Financial Group Inc.,NASDAQ
FNGN,Financial Engines,NASDAQ
FNHC,21St Century Holding Company,NASDAQ
FNLC,First Bancorp Inc [Me],NASDAQ
FNSR,Finisar Corp.,NASDAQ
FOLD,Amicus Therapeutics,NASDAQ
FONE,Nasdaq Cea Smartphone First Trust,NASDAQ
FONR,Fonar Corp.,NASDAQ
FORD,Forward Industries,NASDAQ
FORM,Formfactor,NASDAQ
FORR,Forrester Research,NASDAQ
FORTY,Formula Systems Ltd,NASDAQ
FOSL,Fossil,NASDAQ
FOX,21St Century Fox Class B,NASDAQ
FOXA,21St Century Fox Class A,NASDAQ
FOXF,Fox Factory Holding Corp.,NASDAQ
FRAN,Francesca's Holdings Corporatio,NASDAQ
FRBK,Republic First Bancorp,NASDAQ
FRED,Fred's,NASDAQ
FREE,Freeseas Inc.,NASDAQ
FRGI,Fiesta Restaurant Group Inc.,NASDAQ
FRME,First Merchants Corp.,NASDAQ
FRNK,Franklin Financial Corporation,NASDAQ
FRP,Fairpoint Communications,NASDAQ
FSBK,First South Bancorp Inc,NASDAQ
FSBW,Fs Bancorp Inc.,NASDAQ
FSC,Fifth Street Finance Corp.,NASDAQ
FSCFL,Fifth Street Finance Corp.,NASDAQ
FSCI,Fisher Communications,NASDAQ
FSFG,First Savings Financial Group,NASDAQ
FSFR,Fifth Street Senior Floating Ra,NASDAQ
FSGI,First Security Group,NASDAQ
FSLR,First Solar,NASDAQ
FSRV,Firstservice Corp.,NASDAQ
FSTR,L.B. Foster Company,NASDAQ
FSYS,Fuel Systems Solutions,NASDAQ
FTCS,Strategic Value Index First Trust,NASDAQ
FTEK,Fuel Tech,NASDAQ
FTNT,Fortinet,NASDAQ
FTR,Frontier Communications Company,NASDAQ
FTSL,First Trust Senior Loan Fund Et,NASDAQ
FUBC,1St United Bancorp Inc. [Fl],NASDAQ
FULL,Full Circle Capital Corp.,NASDAQ
FULLL,Full Circle Capital Corporation,NASDAQ
FULT,Fulton Financial Corp.,NASDAQ
FUNC,First United Corp.,NASDAQ
FUND,Royce Focus Trust,NASDAQ
FURX,Furiex Pharmaceuticals,NASDAQ
FWLT,Foster Wheeler Ag.,NASDAQ
FWM,Fairway Group Holdings Corp.,NASDAQ
FWRD,Forward Air Corp.,NASDAQ
FXCB,Fox Chase Bancorp,NASDAQ
FXEN,FX Energy,NASDAQ
GABC,German American Bancorp,NASDAQ
GAGA,Le Gaga Holdings,NASDAQ
GAI,Global-Tech Advanced Innovations Inc.,NASDAQ
GAIA,Gaiam,NASDAQ
GAIN,Gladstone Investment Corp.,NASDAQ
GAINP,Gladstone Investment Corporatio,NASDAQ
GALE,Galena Biopharma,NASDAQ
GALT,Galectin Therapeutics Inc,NASDAQ
GALTU,Galectin Therapeutics Inc.,NASDAQ
GALTW,Galectin Therapeutics Inc.,NASDAQ
GAME,Shanda Games Limited,NASDAQ
GARS,Garrison Capital Inc.,NASDAQ
GASS,Stealthgas,NASDAQ
GBCI,Glacier Bancorp,NASDAQ
GBDC,Golub Capital Bdc,NASDAQ
GBLI,Global Indemnity Plc,NASDAQ
GBNK,Guaranty Bancorp,NASDAQ
GCBC,Greene County Bancorp,NASDAQ
GCOM,Globecomm Systems Inc.,NASDAQ
GCVRZ,Sanofi-Aventis Cvr,NASDAQ
GENC,Gencor Industries Inc.,NASDAQ
GENE,Genetic Technologies Ltd,NASDAQ
GENT,Gentium Spa,NASDAQ
GEOS,Oyo Geospace Corp.,NASDAQ
GERN,Geron Corp.,NASDAQ
GEVA,Synageva Biopharma Corp.,NASDAQ
GEVO,Gevo,NASDAQ
GFED,Guaranty Federal Bancshares,NASDAQ
GFN,General Finance Corp.,NASDAQ
GFNCP,General Financial,NASDAQ
GGAL,Grupo Financiero Galicia S.A.,NASDAQ
GHDX,Genomic Health,NASDAQ
GIFI,Gulf Island Fabrication,NASDAQ
GIGA,Giga-Tronics Inc.,NASDAQ
GIGM,Gigamedia Limited,NASDAQ
GIII,G-III Apparel Group,NASDAQ
GILD,Gilead Sciences,NASDAQ
GILT,Gilat Satellite Networks Ltd,NASDAQ
GIVN,Given Imaging Ltd,NASDAQ
GK,G&K Services,NASDAQ
GKNT,Geeknet,NASDAQ
GLAD,Gladstone Capital Corp.,NASDAQ
GLADP,Gladstone Capital Corporation,NASDAQ
GLBS,Globus Maritime Limited,NASDAQ
GLBZ,Glen Burnie Bancorp,NASDAQ
GLCB,Wisdomtree Global Corporate Bon,NASDAQ
GLCH,Gleacher & Company,NASDAQ
GLDC,Golden Enterprises,NASDAQ
GLDD,Great Lakes Dredge & Dock Corp.,NASDAQ
GLDI,Credit Suisse Ag,NASDAQ
GLNG,Golar Lng Limited,NASDAQ
GLPW,Global Power Equipment Group Inc,NASDAQ
GLRE,Greenlight Capital Re,NASDAQ
GLUU,Glu Mobile Inc.,NASDAQ
GMAN,Gordmans Stores,NASDAQ
GMCR,Green Mountain Coffee Roasters,NASDAQ
GMETP,Geomet,NASDAQ
GMLP,Golar Lng Partners Lp,NASDAQ
GNCMA,General Communication,NASDAQ
GNMA,GNMA Bond Ishares,NASDAQ
GNMK,Genmark Diagnostics,NASDAQ
GNTX,Gentex Corp.,NASDAQ
GNVC,Genvec,NASDAQ
GOGO,Gogo Inc.,NASDAQ
GOLD,Randgold Resources Limited,NASDAQ
GOOD,Gladstone Commercial Corp.,NASDAQ
GOODN,Gladstone Commercial Corporatio,NASDAQ
GOODO,Gladstone Commercial Corp.,NASDAQ
GOODP,Gladstone Commercial Corp.,NASDAQ
GOOG,Google Inc.,NASDAQ
GPIC,Gaming Partners International Corp.,NASDAQ
GPOR,Gulfport Energy Corp.,NASDAQ
GPRC,Guanwei Recycling,NASDAQ
GPRE,Green Plains Renewable Energy,NASDAQ
GRFS,Grifols S.A.,NASDAQ
GRID,Nasdaq Clean Edge Smart Grid First Trust,NASDAQ
GRIF,Griffin Land & Nurseries,NASDAQ
GRMN,Garmin Ltd,NASDAQ
GROW,U.S. Global Investors,NASDAQ
GRPN,Groupon Inc,NASDAQ
GRVY,Gravity Co.,NASDAQ
GSBC,Great Southern Bancorp,NASDAQ
GSIG,Gsi Group Inc,NASDAQ
GSIT,Gsi Technology,NASDAQ
GSJK,Compressco Partners L.P.,NASDAQ
GSM,Globe Specialty Metals Inc.,NASDAQ
GSOL,Global Sources Ltd,NASDAQ
GSVC,Next Innovation Corp.,NASDAQ
GT,Goodyear Tire & Rubber Company,NASDAQ
GTAT,Gt Advanced Technologies Inc,NASDAQ
GTIM,Good Times Restaurants Inc.,NASDAQ
GTIV,Gentiva Health Services,NASDAQ
GTLS,Chart Industries,NASDAQ
GTPPP,The Goodyear Tire & Rubber Co.,NASDAQ
GTWN,Georgetown Bancp Ma,NASDAQ
GTXI,Gtx,NASDAQ
GUID,Guidance Software,NASDAQ
GULF,Middle East Dividend Wisdomtree,NASDAQ
GURE,Gulf Resources,NASDAQ
GWPH,Gw Pharmaceuticals Plc Ads,NASDAQ
GYRO,Gyrodyne Company Of America,NASDAQ
HA,Hawaiian Holdings,NASDAQ
HAFC,Hanmi Financial Corp.,NASDAQ
HAIN,The Hain Celestial Group,NASDAQ
HALL,Hallmark Financial Services,NASDAQ
HALO,Halozyme Therapeutics,NASDAQ
HAS,Hasbro,NASDAQ
HAST,Hastings Entertainment,NASDAQ
HAUP,Hauppauge Digital,NASDAQ
HAWK,Blackhawk Network Holdings Inc,NASDAQ
HAYN,Haynes International,NASDAQ
HBAN,Huntington Bancshares Inc.,NASDAQ
HBANP,Huntington Bancshares Inc.,NASDAQ
HBCP,Home Bancorp,NASDAQ
HBHC,Hancock Holding Company,NASDAQ
HBIO,Harvard Bioscience,NASDAQ
HBK,Hamilton Bancorp Inc.,NASDAQ
HBMD,Howard Bancorp MD,NASDAQ
HBNC,Horizon Bancorp [In],NASDAQ
HBNK,Hampden Bancorp,NASDAQ
HBOS,Heritage Financial Group,NASDAQ
HCAP,Harvest Capital Credit Corporat,NASDAQ
HCBK,Hudson City Bancorp,NASDAQ
HCCI,Heritage-Crystal Clean,NASDAQ
HCIIP,Homeowners Choice Inc.,NASDAQ
HCKT,The Hackett Group,NASDAQ
HCOM,Hawaiian Telcom Hold,NASDAQ
HCSG,Healthcare Services Group,NASDAQ
HDNG,Hardinge,NASDAQ
HDS,Hd Supply Holdings Inc.,NASDAQ
HDSN,Hudson Technologies,NASDAQ
HEES,H&E Equipment Services,NASDAQ
HELE,Helen Of Troy Limited,NASDAQ
HEOP,Heritage Oaks Bancorp,NASDAQ
HERO,Hercules Offshore,NASDAQ
HFBC,Hopfed Bancorp,NASDAQ
HFBL,Home Federal Bancorp Inc. Of Louisiana,NASDAQ
HFFC,Hf Financial,NASDAQ
HFWA,Heritage Financial Corp.,NASDAQ
HGSH,China Hgs Real Estate,NASDAQ
HIBB,Hibbett Sports,NASDAQ
HIFS,Hingham Institution For Savings,NASDAQ
HIHO,Highway Holdings,NASDAQ
HIIQ,Health Insurance Innovations I,NASDAQ
HILL,Dot Hill Systems Corp.,NASDAQ
HIMX,Himax Technologies,NASDAQ
HITK,Hi-Tech Pharmacal Co.,NASDAQ
HITT,Hittite Microwave Corp.,NASDAQ
HKTV,Hong Kong Television Network Ltd. Ads,NASDAQ
HLIT,Harmonic Inc.,NASDAQ
HLSS,Home Loan Servicing Solutions,NASDAQ
HMIN,Home Inns & Hotels Management Inc.,NASDAQ
HMNF,Hmn Financial,NASDAQ
HMNY,Helios & Matheson North America Inc.,NASDAQ
HMPR,Hampton Roads Bankshares Inc,NASDAQ
HMST,Homestreet Inc.,NASDAQ
HMSY,Hms Holdings Corp,NASDAQ
HMTV,Hemisphere Media,NASDAQ
HNH,Handy & Harman Ltd,NASDAQ
HNRG,Hallador Energy Company,NASDAQ
HNSN,Hansen Medical,NASDAQ
HOFT,Hooker Furniture Corp.,NASDAQ
HOLI,Hollysys Automation Technologies,NASDAQ
HOLL,Hollywood Media,NASDAQ
HOLX,Hologic,NASDAQ
HOMB,Home Bancshares,NASDAQ
HOME,Home Federal Bancorp,NASDAQ
HOTR,Chanticleer Holdings Inc.,NASDAQ
HOTRW,Chanticleer Holdings Inc.,NASDAQ
HOVNP,Hovnanian Enterprises Inc,NASDAQ
HPAC,Hyde Park Acquisition Corp. II,NASDAQ
HPCCP,Huntington Preferred Capital,NASDAQ
HPJ,Hong Kong Highpower Technology,NASDAQ
HPOL,Harris Interactive,NASDAQ
HPTX,Hyperion Therapeutics Inc,NASDAQ
HRZN,Horizon Technology Finance Corp.,NASDAQ
HSIC,Henry Schein,NASDAQ
HSII,Heidrick & Struggles International,NASDAQ
HSKA,Heska Corp.,NASDAQ
HSNI,Hsn,NASDAQ
HSOL,Hanwha Solarone Co. Ltd,NASDAQ
HSON,Hudson Global Inc,NASDAQ
HSTM,Healthstream,NASDAQ
HTBI,Hometrust Bancshares Inc.,NASDAQ
HTBK,Heritage Commerce Corp,NASDAQ
HTBX,Heat Biologics Inc.,NASDAQ
HTCH,Hutchinson Technology Inc.,NASDAQ
HTCO,Hickory Tech Corp.,NASDAQ
HTHT,China Lodging Group Limited,NASDAQ
HTLD,Heartland Express,NASDAQ
HTLF,Heartland Financial USA,NASDAQ
HTWO,Hf2 Financial Management Inc.,NASDAQ
HTWR,Heartware International,NASDAQ
HUBG,Hub Group,NASDAQ
HURC,Hurco Companies,NASDAQ
HURN,Huron Consulting Group Inc.,NASDAQ
HWAY,Healthways,NASDAQ
HWBK,Hawthorn Bancshares,NASDAQ
HWCC,Houston Wire & Cable Company,NASDAQ
HWKN,Hawkins,NASDAQ
HYGS,Hydrogenics Corp.,NASDAQ
HYLS,First Trust High Yield Long/Sho,NASDAQ
HZNP,Horizon Pharma Inc.,NASDAQ
IACI,Iac/Interactivecorp,NASDAQ
IART,Integra Lifesciences Holdings Corp.,NASDAQ
IBB,Nasdaq Biotechnology Ishares,NASDAQ
IBCA,Intervest Bancshares,NASDAQ
IBCP,Independent Bank Corp.,NASDAQ
IBCPO,Independent Bank Corp.,NASDAQ
IBKC,Iberiabank Corp.,NASDAQ
IBKR,Interactive Brokers Group,NASDAQ
IBOC,International Bancshares Corp.,NASDAQ
IBTX,Independent Bank Group Inc,NASDAQ
ICAD,Icad Inc.,NASDAQ
ICCC,Immucell Corp.,NASDAQ
ICEL,Cellular Dynamics International,NASDAQ
ICFI,Icf International,NASDAQ
ICGE,Internet Capital Group,NASDAQ
ICLN,S&P Global Clean Energy Index Ishares,NASDAQ
ICLR,Icon Plc,NASDAQ
ICON,Iconix Brand Group,NASDAQ
ICPT,Intercept Pharmaceuticals Inc.,NASDAQ
ICUI,Icu Medical,NASDAQ
IDCC,Interdigital,NASDAQ
IDIX,Idenix Pharmaceuticals,NASDAQ
